FROM,TO,時間
310436,310798,15
310436,310884,37
310436,310530,15
310436,310883,27
310436,310895,27
310436,310787,28
310436,310853,15
310436,309961,28
310436,310192,23
310436,310816,37
310436,310687,23
310436,310763,23
310436,310801,22
310436,310802,22
310436,310806,22
310436,310887,27
310436,310525,37
310436,310224,45
310436,310888,35
310436,310730,23
310436,310733,15
310436,310905,30
310436,310226,35
310436,310605,23
310436,310844,20
310436,310893,23
310436,310693,23
310436,310734,37
310436,start,0
310436,end,0
310555,310793,45
310555,310430,37
310555,309879,45
310555,310146,45
310555,310147,35
310555,310301,45
310555,310479,37
310555,310040,45
310555,309296,45
310555,310106,45
310555,310117,45
310555,310255,35
310555,310256,35
310555,310326,45
310555,310101,37
310555,310102,37
310555,310212,45
310555,310380,35
310555,310386,52
310555,310690,45
310555,310287,37
310555,310436,45
310555,310584,45
310555,310792,37
310555,310906,45
310555,308308,37
310555,309258,45
310555,310039,45
310555,310545,35
310555,310791,37
310555,310351,45
310555,307768,37
310555,310435,37
310555,310668,37
310555,310199,45
310555,310431,45
310555,310639,35
310555,310561,37
310555,310794,45
310555,310790,45
310555,310579,45
310555,309897,45
310555,310602,45
310555,310603,45
310555,310684,45
310555,310832,45
310555,310726,45
310555,310727,45
310555,310782,45
310555,310785,37
310555,310104,37
310555,310798,45
310555,310884,35
310555,310530,45
310555,310883,45
310555,310895,45
310555,310787,37
310555,310853,45
310555,309961,37
310555,310192,37
310555,310816,35
310555,310687,37
310555,310763,37
310555,310801,45
310555,310802,45
310555,310806,45
310555,310887,45
310555,310525,35
310555,310224,27
310555,310888,37
310555,310730,37
310555,310733,45
310555,310905,35
310555,310226,37
310555,310605,37
310555,310844,45
310555,310893,37
310555,310693,37
310555,310734,35
310555,start,0
310555,end,0
310584,310793,27
310584,310430,35
310584,309879,20
310584,310146,27
310584,310147,37
310584,310301,15
310584,310479,23
310584,310040,15
310584,309296,27
310584,310106,27
310584,310117,27
310584,310255,37
310584,310256,37
310584,310326,27
310584,310101,23
310584,310102,23
310584,310212,15
310584,310380,37
310584,310386,70
310584,310690,15
310584,310287,35
310584,310436,15
310584,310555,45
310584,310792,35
310584,310906,15
310584,308308,23
310584,309258,22
310584,310039,15
310584,310545,37
310584,310791,35
310584,310351,15
310584,307768,23
310584,310435,35
310584,310668,23
310584,310199,27
310584,310431,27
310584,310639,37
310584,310561,23
310584,310794,27
310584,310790,27
310584,310579,15
310584,309897,27
310584,310602,15
310584,310603,15
310584,310684,27
310584,310832,15
310584,310726,27
310584,310727,27
310584,310782,15
310584,310785,35
310584,310104,35
310584,310798,15
310584,310884,37
310584,310530,15
310584,310883,27
310584,310895,27
310584,310787,28
310584,310853,15
310584,309961,28
310584,310192,23
310584,310816,37
310584,310687,23
310584,310763,23
310584,310801,22
310584,310802,22
310584,310806,22
310584,310887,27
310584,310525,37
310584,310224,45
310584,310888,35
310584,310730,23
310584,310733,15
310584,310905,30
310584,310226,35
310584,310605,23
310584,310844,20
310584,310893,23
310584,310693,23
310584,310734,37
310584,start,0
310584,end,0
310792,310793,35
310792,310430,27
310792,309879,35
310792,310146,35
310792,310147,45
310792,310301,35
310792,310479,27
310792,310040,35
310792,309296,35
310792,310106,35
310792,310117,35
310792,310255,45
310792,310256,45
310792,310326,35
310792,310101,27
310792,310102,27
310792,310212,35
310792,310380,45
310792,310386,62
310792,310690,35
310792,310287,20
310792,310436,35
310792,310555,37
310792,310584,35
310792,310906,35
310792,308308,27
310792,309258,35
310792,310039,35
310792,310545,45
310792,310791,27
310792,310351,35
310792,307768,27
310792,310435,27
310792,310668,27
310792,310199,35
310792,310431,35
310792,310639,45
310792,310561,27
310792,310794,35
310792,310790,28
310792,310579,35
310792,309897,35
310792,310602,35
310792,310603,35
310792,310684,35
310792,310832,35
310792,310726,35
310792,310727,35
310792,310782,35
310792,310785,27
310792,310104,27
310792,310798,35
310792,310884,45
310792,310530,35
310792,310883,35
310792,310895,35
310792,310787,27
310792,310853,35
310792,309961,27
310792,310192,27
310792,310816,45
310792,310687,27
310792,310763,27
310792,310801,35
310792,310802,35
310792,310806,35
310792,310887,35
310792,310525,45
310792,310224,37
310792,310888,27
310792,310730,27
310792,310733,35
310792,310905,45
310792,310226,20
310792,310605,27
310792,310844,35
310792,310893,27
310792,310693,27
310792,310734,45
310792,start,0
310792,end,0
310906,310793,27
310906,310430,35
310906,309879,20
310906,310146,27
310906,310147,37
310906,310301,15
310906,310479,23
310906,310040,15
310906,309296,27
310906,310106,27
310906,310117,27
310906,310255,37
310906,310256,37
310906,310326,27
310906,310101,23
310906,310102,23
310906,310212,15
310906,310380,37
310906,310386,70
310906,310690,15
310906,310287,35
310906,310436,15
310906,310555,45
310906,310584,15
310906,310792,35
310906,308308,23
310906,309258,22
310906,310039,15
310906,310545,37
310906,310791,35
310906,310351,15
310906,307768,23
310906,310435,35
310906,310668,23
310906,310199,27
310906,310431,27
310906,310639,37
310906,310561,23
310906,310794,27
310906,310790,27
310906,310579,15
310906,309897,27
310906,310602,15
310906,310603,15
310906,310684,27
310906,310832,15
310906,310726,27
310906,310727,27
310906,310782,15
310906,310785,35
310906,310104,35
310906,310798,15
310906,310884,37
310906,310530,15
310906,310883,27
310906,310895,27
310906,310787,28
310906,310853,15
310906,309961,28
310906,310192,23
310906,310816,37
310906,310687,23
310906,310763,23
310906,310801,22
310906,310802,22
310906,310806,22
310906,310887,27
310906,310525,37
310906,310224,45
310906,310888,35
310906,310730,23
310906,310733,15
310906,310905,30
310906,310226,35
310906,310605,23
310906,310844,20
310906,310893,23
310906,310693,23
310906,310734,37
310906,start,0
310906,end,0
308308,310793,35
308308,310430,27
308308,309879,28
308308,310146,35
308308,310147,45
308308,310301,23
308308,310479,15
308308,310040,23
308308,309296,35
308308,310106,35
308308,310117,35
308308,310255,45
308308,310256,45
308308,310326,35
308308,310101,15
308308,310102,15
308308,310212,23
308308,310380,45
308308,310386,62
308308,310690,23
308308,310287,27
308308,310436,23
308308,310555,37
308308,310584,23
308308,310792,27
308308,310906,23
308308,309258,30
308308,310039,23
308308,310545,45
308308,310791,27
308308,310351,23
308308,307768,15
308308,310435,27
308308,310668,15
308308,310199,35
308308,310431,35
308308,310639,45
308308,310561,15
308308,310794,35
308308,310790,35
308308,310579,23
308308,309897,35
308308,310602,23
308308,310603,23
308308,310684,35
308308,310832,23
308308,310726,35
308308,310727,35
308308,310782,23
308308,310785,27
308308,310104,27
308308,310798,23
308308,310884,45
308308,310530,23
308308,310883,35
308308,310895,35
308308,310787,20
308308,310853,23
308308,309961,20
308308,310192,15
308308,310816,45
308308,310687,15
308308,310763,15
308308,310801,30
308308,310802,30
308308,310806,30
308308,310887,35
308308,310525,45
308308,310224,37
308308,310888,27
308308,310730,15
308308,310733,23
308308,310905,38
308308,310226,27
308308,310605,15
308308,310844,28
308308,310893,15
308308,310693,15
308308,310734,45
308308,start,0
308308,end,0
309258,310793,27
309258,310430,28
309258,309879,27
309258,310146,27
309258,310147,37
309258,310301,22
309258,310479,30
309258,310040,22
309258,309296,27
309258,310106,27
309258,310117,27
309258,310255,37
309258,310256,37
309258,310326,27
309258,310101,30
309258,310102,30
309258,310212,22
309258,310380,37
309258,310386,70
309258,310690,22
309258,310287,35
309258,310436,22
309258,310555,45
309258,310584,22
309258,310792,35
309258,310906,22
309258,308308,30
309258,310039,22
309258,310545,37
309258,310791,35
309258,310351,22
309258,307768,30
309258,310435,28
309258,310668,30
309258,310199,27
309258,310431,27
309258,310639,37
309258,310561,30
309258,310794,27
309258,310790,27
309258,310579,22
309258,309897,27
309258,310602,22
309258,310603,22
309258,310684,20
309258,310832,22
309258,310726,27
309258,310727,27
309258,310782,22
309258,310785,35
309258,310104,28
309258,310798,22
309258,310884,37
309258,310530,22
309258,310883,20
309258,310895,27
309258,310787,35
309258,310853,22
309258,309961,35
309258,310192,30
309258,310816,37
309258,310687,30
309258,310763,30
309258,310801,22
309258,310802,22
309258,310806,22
309258,310887,27
309258,310525,37
309258,310224,45
309258,310888,28
309258,310730,30
309258,310733,22
309258,310905,37
309258,310226,35
309258,310605,30
309258,310844,27
309258,310893,30
309258,310693,30
309258,310734,37
309258,start,0
309258,end,0
310039,310793,27
310039,310430,35
310039,309879,20
310039,310146,27
310039,310147,37
310039,310301,15
310039,310479,23
310039,310040,15
310039,309296,27
310039,310106,27
310039,310117,27
310039,310255,37
310039,310256,37
310039,310326,27
310039,310101,23
310039,310102,23
310039,310212,15
310039,310380,37
310039,310386,70
310039,310690,15
310039,310287,35
310039,310436,15
310039,310555,45
310039,310584,15
310039,310792,35
310039,310906,15
310039,308308,23
310039,309258,22
310039,310545,37
310039,310791,35
310039,310351,15
310039,307768,23
310039,310435,35
310039,310668,23
310039,310199,27
310039,310431,27
310039,310639,37
310039,310561,23
310039,310794,27
310039,310790,27
310039,310579,15
310039,309897,27
310039,310602,15
310039,310603,15
310039,310684,27
310039,310832,15
310039,310726,27
310039,310727,27
310039,310782,15
310039,310785,35
310039,310104,35
310039,310798,15
310039,310884,37
310039,310530,15
310039,310883,27
310039,310895,27
310039,310787,28
310039,310853,15
310039,309961,28
310039,310192,23
310039,310816,37
310039,310687,23
310039,310763,23
310039,310801,22
310039,310802,22
310039,310806,22
310039,310887,27
310039,310525,37
310039,310224,45
310039,310888,35
310039,310730,23
310039,310733,15
310039,310905,30
310039,310226,35
310039,310605,23
310039,310844,20
310039,310893,23
310039,310693,23
310039,310734,37
310039,start,0
310039,end,0
310545,310793,37
310545,310430,45
310545,309879,37
310545,310146,37
310545,310147,27
310545,310301,37
310545,310479,45
310545,310040,37
310545,309296,37
310545,310106,37
310545,310117,37
310545,310255,15
310545,310256,15
310545,310326,37
310545,310101,45
310545,310102,45
310545,310212,37
310545,310380,27
310545,310386,60
310545,310690,37
310545,310287,45
310545,310436,37
310545,310555,35
310545,310584,37
310545,310792,45
310545,310906,37
310545,308308,45
310545,309258,37
310545,310039,37
310545,310791,45
310545,310351,37
310545,307768,45
310545,310435,45
310545,310668,45
310545,310199,37
310545,310431,37
310545,310639,20
310545,310561,45
310545,310794,37
310545,310790,37
310545,310579,37
310545,309897,37
310545,310602,37
310545,310603,37
310545,310684,37
310545,310832,37
310545,310726,37
310545,310727,37
310545,310782,37
310545,310785,45
310545,310104,45
310545,310798,37
310545,310884,27
310545,310530,37
310545,310883,37
310545,310895,37
310545,310787,45
310545,310853,37
310545,309961,45
310545,310192,45
310545,310816,27
310545,310687,45
310545,310763,45
310545,310801,37
310545,310802,37
310545,310806,37
310545,310887,37
310545,310525,27
310545,310224,35
310545,310888,45
310545,310730,45
310545,310733,37
310545,310905,27
310545,310226,45
310545,310605,45
310545,310844,37
310545,310893,45
310545,310693,45
310545,310734,27
310545,start,0
310545,end,0
310791,310793,35
310791,310430,27
310791,309879,35
310791,310146,35
310791,310147,45
310791,310301,35
310791,310479,27
310791,310040,35
310791,309296,35
310791,310106,35
310791,310117,35
310791,310255,45
310791,310256,45
310791,310326,35
310791,310101,27
310791,310102,27
310791,310212,35
310791,310380,45
310791,310386,62
310791,310690,35
310791,310287,27
310791,310436,35
310791,310555,37
310791,310584,35
310791,310792,27
310791,310906,35
310791,308308,27
310791,309258,35
310791,310039,35
310791,310545,45
310791,310351,35
310791,307768,27
310791,310435,27
310791,310668,27
310791,310199,35
310791,310431,35
310791,310639,45
310791,310561,27
310791,310794,35
310791,310790,35
310791,310579,35
310791,309897,35
310791,310602,35
310791,310603,35
310791,310684,35
310791,310832,35
310791,310726,35
310791,310727,35
310791,310782,35
310791,310785,27
310791,310104,27
310791,310798,35
310791,310884,45
310791,310530,35
310791,310883,35
310791,310895,35
310791,310787,27
310791,310853,35
310791,309961,27
310791,310192,27
310791,310816,38
310791,310687,27
310791,310763,27
310791,310801,28
310791,310802,28
310791,310806,28
310791,310887,35
310791,310525,45
310791,310224,37
310791,310888,27
310791,310730,27
310791,310733,35
310791,310905,45
310791,310226,27
310791,310605,27
310791,310844,35
310791,310893,27
310791,310693,27
310791,310734,38
310791,start,0
310791,end,0
310351,310793,27
310351,310430,35
310351,309879,20
310351,310146,27
310351,310147,37
310351,310301,15
310351,310479,23
310351,310040,15
310351,309296,27
310351,310106,27
310351,310117,27
310351,310255,37
310351,310256,37
310351,310326,27
310351,310101,23
310351,310102,23
310351,310212,15
310351,310380,37
310351,310386,70
310351,310690,15
310351,310287,35
310351,310436,15
310351,310555,45
310351,310584,15
310351,310792,35
310351,310906,15
310351,308308,23
310351,309258,22
310351,310039,15
310351,310545,37
310351,310791,35
310351,307768,23
310351,310435,35
310351,310668,23
310351,310199,27
310351,310431,27
310351,310639,37
310351,310561,23
310351,310794,27
310351,310790,27
310351,310579,15
310351,309897,27
310351,310602,15
310351,310603,15
310351,310684,27
310351,310832,15
310351,310726,27
310351,310727,27
310351,310782,15
310351,310785,35
310351,310104,35
310351,310798,15
310351,310884,37
310351,310530,15
310351,310883,27
310351,310895,27
310351,310787,28
310351,310853,15
310351,309961,28
310351,310192,23
310351,310816,37
310351,310687,23
310351,310763,23
310351,310801,22
310351,310802,22
310351,310806,22
310351,310887,27
310351,310525,37
310351,310224,45
310351,310888,35
310351,310730,23
310351,310733,15
310351,310905,30
310351,310226,35
310351,310605,23
310351,310844,20
310351,310893,23
310351,310693,23
310351,310734,37
310351,start,0
310351,end,0
307768,310793,35
307768,310430,27
307768,309879,28
307768,310146,35
307768,310147,45
307768,310301,23
307768,310479,15
307768,310040,23
307768,309296,35
307768,310106,35
307768,310117,35
307768,310255,45
307768,310256,45
307768,310326,35
307768,310101,15
307768,310102,15
307768,310212,23
307768,310380,45
307768,310386,62
307768,310690,23
307768,310287,27
307768,310436,23
307768,310555,37
307768,310584,23
307768,310792,27
307768,310906,23
307768,308308,15
307768,309258,30
307768,310039,23
307768,310545,45
307768,310791,27
307768,310351,23
307768,310435,27
307768,310668,15
307768,310199,35
307768,310431,35
307768,310639,45
307768,310561,15
307768,310794,35
307768,310790,35
307768,310579,23
307768,309897,35
307768,310602,23
307768,310603,23
307768,310684,35
307768,310832,23
307768,310726,35
307768,310727,35
307768,310782,23
307768,310785,27
307768,310104,27
307768,310798,23
307768,310884,45
307768,310530,23
307768,310883,35
307768,310895,35
307768,310787,20
307768,310853,23
307768,309961,20
307768,310192,15
307768,310816,45
307768,310687,15
307768,310763,15
307768,310801,30
307768,310802,30
307768,310806,30
307768,310887,35
307768,310525,45
307768,310224,37
307768,310888,27
307768,310730,15
307768,310733,23
307768,310905,38
307768,310226,27
307768,310605,15
307768,310844,28
307768,310893,15
307768,310693,15
307768,310734,45
307768,start,0
307768,end,0
310435,310793,35
310435,310430,15
310435,309879,35
310435,310146,35
310435,310147,45
310435,310301,35
310435,310479,27
310435,310040,35
310435,309296,35
310435,310106,35
310435,310117,35
310435,310255,45
310435,310256,45
310435,310326,35
310435,310101,27
310435,310102,27
310435,310212,35
310435,310380,45
310435,310386,62
310435,310690,35
310435,310287,27
310435,310436,35
310435,310555,37
310435,310584,35
310435,310792,27
310435,310906,35
310435,308308,27
310435,309258,28
310435,310039,35
310435,310545,45
310435,310791,27
310435,310351,35
310435,307768,27
310435,310668,27
310435,310199,35
310435,310431,30
310435,310639,45
310435,310561,27
310435,310794,35
310435,310790,35
310435,310579,35
310435,309897,35
310435,310602,35
310435,310603,35
310435,310684,23
310435,310832,35
310435,310726,30
310435,310727,30
310435,310782,35
310435,310785,27
310435,310104,15
310435,310798,35
310435,310884,45
310435,310530,35
310435,310883,23
310435,310895,30
310435,310787,27
310435,310853,35
310435,309961,27
310435,310192,27
310435,310816,45
310435,310687,27
310435,310763,27
310435,310801,35
310435,310802,35
310435,310806,35
310435,310887,35
310435,310525,45
310435,310224,37
310435,310888,15
310435,310730,27
310435,310733,35
310435,310905,45
310435,310226,27
310435,310605,27
310435,310844,35
310435,310893,27
310435,310693,27
310435,310734,45
310435,start,0
310435,end,0
310668,310793,35
310668,310430,27
310668,309879,28
310668,310146,35
310668,310147,45
310668,310301,23
310668,310479,15
310668,310040,23
310668,309296,35
310668,310106,35
310668,310117,35
310668,310255,45
310668,310256,45
310668,310326,35
310668,310101,15
310668,310102,15
310668,310212,23
310668,310380,45
310668,310386,62
310668,310690,23
310668,310287,27
310668,310436,23
310668,310555,37
310668,310584,23
310668,310792,27
310668,310906,23
310668,308308,15
310668,309258,30
310668,310039,23
310668,310545,45
310668,310791,27
310668,310351,23
310668,307768,15
310668,310435,27
310668,310199,35
310668,310431,35
310668,310639,45
310668,310561,15
310668,310794,35
310668,310790,35
310668,310579,23
310668,309897,35
310668,310602,23
310668,310603,23
310668,310684,35
310668,310832,23
310668,310726,35
310668,310727,35
310668,310782,23
310668,310785,27
310668,310104,27
310668,310798,23
310668,310884,45
310668,310530,23
310668,310883,35
310668,310895,35
310668,310787,20
310668,310853,23
310668,309961,20
310668,310192,15
310668,310816,45
310668,310687,15
310668,310763,15
310668,310801,30
310668,310802,30
310668,310806,30
310668,310887,35
310668,310525,45
310668,310224,37
310668,310888,27
310668,310730,15
310668,310733,23
310668,310905,38
310668,310226,27
310668,310605,15
310668,310844,28
310668,310893,15
310668,310693,15
310668,310734,45
310668,start,0
310668,end,0
310199,310793,27
310199,310430,35
310199,309879,27
310199,310146,27
310199,310147,37
310199,310301,27
310199,310479,35
310199,310040,27
310199,309296,27
310199,310106,27
310199,310117,27
310199,310255,37
310199,310256,37
310199,310326,27
310199,310101,35
310199,310102,35
310199,310212,27
310199,310380,37
310199,310386,70
310199,310690,27
310199,310287,35
310199,310436,27
310199,310555,45
310199,310584,27
310199,310792,35
310199,310906,27
310199,308308,35
310199,309258,27
310199,310039,27
310199,310545,37
310199,310791,35
310199,310351,27
310199,307768,35
310199,310435,35
310199,310668,35
310199,310431,27
310199,310639,37
310199,310561,35
310199,310794,27
310199,310790,27
310199,310579,27
310199,309897,27
310199,310602,27
310199,310603,27
310199,310684,27
310199,310832,27
310199,310726,27
310199,310727,27
310199,310782,27
310199,310785,35
310199,310104,35
310199,310798,27
310199,310884,37
310199,310530,27
310199,310883,27
310199,310895,27
310199,310787,35
310199,310853,27
310199,309961,35
310199,310192,35
310199,310816,37
310199,310687,35
310199,310763,35
310199,310801,27
310199,310802,27
310199,310806,27
310199,310887,27
310199,310525,37
310199,310224,45
310199,310888,35
310199,310730,35
310199,310733,27
310199,310905,37
310199,310226,35
310199,310605,35
310199,310844,27
310199,310893,35
310199,310693,35
310199,310734,37
310199,start,0
310199,end,0
310431,310793,27
310431,310430,30
310431,309879,27
310431,310146,27
310431,310147,37
310431,310301,27
310431,310479,35
310431,310040,27
310431,309296,27
310431,310106,27
310431,310117,27
310431,310255,37
310431,310256,37
310431,310326,27
310431,310101,35
310431,310102,35
310431,310212,27
310431,310380,37
310431,310386,70
310431,310690,27
310431,310287,35
310431,310436,27
310431,310555,45
310431,310584,27
310431,310792,35
310431,310906,27
310431,308308,35
310431,309258,27
310431,310039,27
310431,310545,37
310431,310791,35
310431,310351,27
310431,307768,35
310431,310435,30
310431,310668,35
310431,310199,27
310431,310639,37
310431,310561,35
310431,310794,20
310431,310790,27
310431,310579,27
310431,309897,27
310431,310602,27
310431,310603,27
310431,310684,22
310431,310832,27
310431,310726,15
310431,310727,15
310431,310782,27
310431,310785,35
310431,310104,30
310431,310798,27
310431,310884,37
310431,310530,27
310431,310883,22
310431,310895,15
310431,310787,35
310431,310853,27
310431,309961,35
310431,310192,35
310431,310816,37
310431,310687,35
310431,310763,35
310431,310801,27
310431,310802,27
310431,310806,27
310431,310887,20
310431,310525,37
310431,310224,45
310431,310888,30
310431,310730,35
310431,310733,27
310431,310905,37
310431,310226,35
310431,310605,35
310431,310844,27
310431,310893,35
310431,310693,35
310431,310734,37
310431,start,0
310431,end,0
310639,310793,37
310639,310430,45
310639,309879,37
310639,310146,37
310639,310147,27
310639,310301,37
310639,310479,45
310639,310040,37
310639,309296,37
310639,310106,37
310639,310117,37
310639,310255,20
310639,310256,20
310639,310326,37
310639,310101,45
310639,310102,45
310639,310212,37
310639,310380,27
310639,310386,60
310639,310690,37
310639,310287,45
310639,310436,37
310639,310555,35
310639,310584,37
310639,310792,45
310639,310906,37
310639,308308,45
310639,309258,37
310639,310039,37
310639,310545,20
310639,310791,45
310639,310351,37
310639,307768,45
310639,310435,45
310639,310668,45
310639,310199,37
310639,310431,37
310639,310561,45
310639,310794,37
310639,310790,37
310639,310579,37
310639,309897,37
310639,310602,37
310639,310603,37
310639,310684,37
310639,310832,37
310639,310726,37
310639,310727,37
310639,310782,37
310639,310785,45
310639,310104,45
310639,310798,37
310639,310884,27
310639,310530,37
310639,310883,37
310639,310895,37
310639,310787,45
310639,310853,37
310639,309961,45
310639,310192,45
310639,310816,27
310639,310687,45
310639,310763,45
310639,310801,37
310639,310802,37
310639,310806,37
310639,310887,37
310639,310525,27
310639,310224,35
310639,310888,45
310639,310730,45
310639,310733,37
310639,310905,27
310639,310226,45
310639,310605,45
310639,310844,37
310639,310893,45
310639,310693,45
310639,310734,27
310639,start,0
310639,end,0
310561,310793,35
310561,310430,27
310561,309879,28
310561,310146,35
310561,310147,45
310561,310301,23
310561,310479,15
310561,310040,23
310561,309296,35
310561,310106,35
310561,310117,35
310561,310255,45
310561,310256,45
310561,310326,35
310561,310101,15
310561,310102,15
310561,310212,23
310561,310380,45
310561,310386,62
310561,310690,23
310561,310287,27
310561,310436,23
310561,310555,37
310561,310584,23
310561,310792,27
310561,310906,23
310561,308308,15
310561,309258,30
310561,310039,23
310561,310545,45
310561,310791,27
310561,310351,23
310561,307768,15
310561,310435,27
310561,310668,15
310561,310199,35
310561,310431,35
310561,310639,45
310561,310794,35
310561,310790,35
310561,310579,23
310561,309897,35
310561,310602,23
310561,310603,23
310561,310684,35
310561,310832,23
310561,310726,35
310561,310727,35
310561,310782,23
310561,310785,27
310561,310104,27
310561,310798,23
310561,310884,45
310561,310530,23
310561,310883,35
310561,310895,35
310561,310787,20
310561,310853,23
310561,309961,20
310561,310192,15
310561,310816,45
310561,310687,15
310561,310763,15
310561,310801,30
310561,310802,30
310561,310806,30
310561,310887,35
310561,310525,45
310561,310224,37
310561,310888,27
310561,310730,15
310561,310733,23
310561,310905,38
310561,310226,27
310561,310605,15
310561,310844,28
310561,310893,15
310561,310693,15
310561,310734,45
310561,start,0
310561,end,0
310794,310793,27
310794,310430,35
310794,309879,27
310794,310146,27
310794,310147,37
310794,310301,27
310794,310479,35
310794,310040,27
310794,309296,27
310794,310106,27
310794,310117,27
310794,310255,37
310794,310256,37
310794,310326,27
310794,310101,35
310794,310102,35
310794,310212,27
310794,310380,37
310794,310386,70
310794,310690,27
310794,310287,30
310794,310436,27
310794,310555,45
310794,310584,27
310794,310792,35
310794,310906,27
310794,308308,35
310794,309258,27
310794,310039,27
310794,310545,37
310794,310791,35
310794,310351,27
310794,307768,35
310794,310435,35
310794,310668,35
310794,310199,27
310794,310431,20
310794,310639,37
310794,310561,35
310794,310790,22
310794,310579,27
310794,309897,27
310794,310602,27
310794,310603,27
310794,310684,27
310794,310832,27
310794,310726,20
310794,310727,20
310794,310782,27
310794,310785,35
310794,310104,35
310794,310798,27
310794,310884,37
310794,310530,27
310794,310883,27
310794,310895,20
310794,310787,35
310794,310853,27
310794,309961,35
310794,310192,35
310794,310816,37
310794,310687,35
310794,310763,35
310794,310801,27
310794,310802,27
310794,310806,27
310794,310887,20
310794,310525,37
310794,310224,45
310794,310888,35
310794,310730,35
310794,310733,27
310794,310905,37
310794,310226,35
310794,310605,35
310794,310844,27
310794,310893,35
310794,310693,35
310794,310734,37
310794,start,0
310794,end,0
310790,310793,27
310790,310430,35
310790,309879,27
310790,310146,27
310790,310147,37
310790,310301,27
310790,310479,35
310790,310040,27
310790,309296,27
310790,310106,27
310790,310117,27
310790,310255,37
310790,310256,37
310790,310326,27
310790,310101,35
310790,310102,35
310790,310212,27
310790,310380,37
310790,310386,70
310790,310690,27
310790,310287,23
310790,310436,27
310790,310555,45
310790,310584,27
310790,310792,28
310790,310906,27
310790,308308,35
310790,309258,27
310790,310039,27
310790,310545,37
310790,310791,35
310790,310351,27
310790,307768,35
310790,310435,35
310790,310668,35
310790,310199,27
310790,310431,27
310790,310639,37
310790,310561,35
310790,310794,22
310790,310579,27
310790,309897,27
310790,310602,27
310790,310603,27
310790,310684,27
310790,310832,27
310790,310726,27
310790,310727,27
310790,310782,27
310790,310785,35
310790,310104,35
310790,310798,27
310790,310884,37
310790,310530,27
310790,310883,27
310790,310895,27
310790,310787,35
310790,310853,27
310790,309961,35
310790,310192,35
310790,310816,37
310790,310687,35
310790,310763,35
310790,310801,27
310790,310802,27
310790,310806,27
310790,310887,27
310790,310525,37
310790,310224,45
310790,310888,35
310790,310730,35
310790,310733,27
310790,310905,37
310790,310226,28
310790,310605,35
310790,310844,27
310790,310893,35
310790,310693,35
310790,310734,37
310790,start,0
310790,end,0
310579,310793,27
310579,310430,35
310579,309879,20
310579,310146,27
310579,310147,37
310579,310301,15
310579,310479,23
310579,310040,15
310579,309296,27
310579,310106,27
310579,310117,27
310579,310255,37
310579,310256,37
310579,310326,27
310579,310101,23
310579,310102,23
310579,310212,15
310579,310380,37
310579,310386,70
310579,310690,15
310579,310287,35
310579,310436,15
310579,310555,45
310579,310584,15
310579,310792,35
310579,310906,15
310579,308308,23
310579,309258,22
310579,310039,15
310579,310545,37
310579,310791,35
310579,310351,15
310579,307768,23
310579,310435,35
310579,310668,23
310579,310199,27
310579,310431,27
310579,310639,37
310579,310561,23
310579,310794,27
310579,310790,27
310579,309897,27
310579,310602,15
310579,310603,15
310579,310684,27
310579,310832,15
310579,310726,27
310579,310727,27
310579,310782,15
310579,310785,35
310579,310104,35
310579,310798,15
310579,310884,37
310579,310530,15
310579,310883,27
310579,310895,27
310579,310787,28
310579,310853,15
310579,309961,28
310579,310192,23
310579,310816,37
310579,310687,23
310579,310763,23
310579,310801,22
310579,310802,22
310579,310806,22
310579,310887,27
310579,310525,37
310579,310224,45
310579,310888,35
310579,310730,23
310579,310733,15
310579,310905,30
310579,310226,35
310579,310605,23
310579,310844,20
310579,310893,23
310579,310693,23
310579,310734,37
310579,start,0
310579,end,0
309897,310793,27
309897,310430,35
309897,309879,22
309897,310146,27
309897,310147,37
309897,310301,27
309897,310479,35
309897,310040,27
309897,309296,27
309897,310106,27
309897,310117,27
309897,310255,37
309897,310256,37
309897,310326,27
309897,310101,35
309897,310102,35
309897,310212,27
309897,310380,37
309897,310386,70
309897,310690,27
309897,310287,35
309897,310436,27
309897,310555,45
309897,310584,27
309897,310792,35
309897,310906,27
309897,308308,35
309897,309258,27
309897,310039,27
309897,310545,37
309897,310791,35
309897,310351,27
309897,307768,35
309897,310435,35
309897,310668,35
309897,310199,27
309897,310431,27
309897,310639,37
309897,310561,35
309897,310794,27
309897,310790,27
309897,310579,27
309897,310602,27
309897,310603,27
309897,310684,27
309897,310832,27
309897,310726,27
309897,310727,27
309897,310782,27
309897,310785,35
309897,310104,35
309897,310798,27
309897,310884,37
309897,310530,27
309897,310883,27
309897,310895,27
309897,310787,35
309897,310853,27
309897,309961,35
309897,310192,35
309897,310816,37
309897,310687,35
309897,310763,35
309897,310801,27
309897,310802,27
309897,310806,27
309897,310887,27
309897,310525,37
309897,310224,45
309897,310888,35
309897,310730,35
309897,310733,27
309897,310905,37
309897,310226,35
309897,310605,35
309897,310844,27
309897,310893,35
309897,310693,35
309897,310734,37
309897,start,0
309897,end,0
310602,310793,27
310602,310430,35
310602,309879,20
310602,310146,27
310602,310147,37
310602,310301,15
310602,310479,23
310602,310040,15
310602,309296,27
310602,310106,27
310602,310117,27
310602,310255,37
310602,310256,37
310602,310326,27
310602,310101,23
310602,310102,23
310602,310212,15
310602,310380,37
310602,310386,70
310602,310690,15
310602,310287,35
310602,310436,15
310602,310555,45
